seq_no,meter_id,equipment_disagg_start,equipment_disagg_end,equipment_type,equipment_detected,direction,meter_consumption,equipment_consumption,uom
6969,14559443,1722470400,1725061500,EV,y,1,4683.852,59.431789599243245,kwh
6970,14559443,1722470400,1725061500,AC,y,1,4683.852,1025.880737953385,kwh
6971,14559443,1722470400,1725061500,PV,n,-1,4683.852,0.0,kwh
6972,14559443,1722470400,1725061500,other,y,1,4683.852,3598.5394709530574,kwh
6973,8296657,1722470400,1725061500,EV,y,1,3295.828,56.43381083298978,kwh
6974,8296657,1722470400,1725061500,AC,y,1,3295.828,926.2991422912942,kwh
6975,8296657,1722470400,1725061500,PV,n,-1,3295.828,0.0,kwh
6976,8296657,1722470400,1725061500,other,y,1,3295.828,2313.095045525374,kwh
6977,14390983,1722470400,1725061500,EV,y,1,5583.556,55.883431130149184,kwh
6978,14390983,1722470400,1725061500,AC,y,1,5583.556,915.7273129920452,kwh
6979,14390983,1722470400,1725061500,PV,n,-1,5583.556,0.0,kwh
6980,14390983,1722470400,1725061500,other,y,1,5583.556,4611.945253587819,kwh
6981,7535778,1722470400,1725061500,EV,y,1,3857.04,55.31095601760561,kwh
6982,7535778,1722470400,1725061500,AC,y,1,3857.04,864.2482459153941,kwh
6983,7535778,1722470400,1725061500,PV,n,-1,3857.04,0.0,kwh
6984,7535778,1722470400,1725061500,other,y,1,3857.04,2937.4807954665976,kwh
6985,14016705,1722470400,1725061500,EV,y,1,3810.36,73.9991122352743,kwh
6986,14016705,1722470400,1725061500,AC,y,1,3810.36,894.0919593414599,kwh
6987,14016705,1722470400,1725061500,PV,n,-1,3810.36,0.0,kwh
6988,14016705,1722470400,1725061500,other,y,1,3810.36,2842.268926794532,kwh
6989,10540902,1722470400,1725061500,EV,y,1,4595.9,54.79197619990644,kwh
6990,10540902,1722470400,1725061500,AC,y,1,4595.9,847.3922900626492,kwh
6991,10540902,1722470400,1725061500,PV,n,-1,4595.9,0.0,kwh
6992,10540902,1722470400,1725061500,other,y,1,4595.9,3693.715733296173,kwh
6993,7397810,1722470400,1725061500,EV,y,1,5060.424,61.195609224274094,kwh
6994,7397810,1722470400,1725061500,AC,y,1,5060.424,1082.2577974790904,kwh
6995,7397810,1722470400,1725061500,PV,n,-1,5060.424,0.0,kwh
6996,7397810,1722470400,1725061500,other,y,1,5060.424,3916.9705930015016,kwh
6997,8406845,1722470400,1725061500,EV,y,1,4882.18,62.86019996567786,kwh
6998,8406845,1722470400,1725061500,AC,y,1,4882.18,1188.5280003587648,kwh
6999,8406845,1722470400,1725061500,PV,n,-1,4882.18,0.0,kwh
7000,8406845,1722470400,1725061500,other,y,1,4882.18,3630.791797704447,kwh
7001,13268342,1722470400,1725061500,EV,y,1,4671.344,58.740447427737344,kwh
7002,13268342,1722470400,1725061500,AC,y,1,4671.344,1010.2823943647224,kwh
7003,13268342,1722470400,1725061500,PV,n,-1,4671.344,0.0,kwh
7004,13268342,1722470400,1725061500,other,y,1,4671.344,3602.32115578012,kwh
7005,13895242,1722470400,1725061500,EV,y,1,9275.216,92.26161453267387,kwh
7006,13895242,1722470400,1725061500,AC,y,1,9275.216,1236.0955859313292,kwh
7007,13895242,1722470400,1725061500,PV,n,-1,9275.216,0.0,kwh
7008,13895242,1722470400,1725061500,other,y,1,9275.216,7946.858798348627,kwh
7009,13667226,1722470400,1725061500,EV,y,1,3055.18,50.20353586700092,kwh
7010,13667226,1722470400,1725061500,AC,y,1,3055.18,820.8409213351991,kwh
7011,13667226,1722470400,1725061500,PV,n,-1,3055.18,0.0,kwh
7012,13667226,1722470400,1725061500,other,y,1,3055.18,2184.135540003929,kwh
7013,8043081,1722470400,1725061500,EV,y,1,3762.168,60.772203452884014,kwh
7014,8043081,1722470400,1725061500,AC,y,1,3762.168,863.7128010150625,kwh
7015,8043081,1722470400,1725061500,PV,n,-1,3762.168,0.0,kwh
7016,8043081,1722470400,1725061500,other,y,1,3762.168,2837.682993425006,kwh
7017,7941997,1722470400,1725061500,EV,y,1,5684.516,66.40994352948688,kwh
7018,7941997,1722470400,1725061500,AC,y,1,5684.516,1092.9936660842022,kwh
7019,7941997,1722470400,1725061500,PV,n,-1,5684.516,0.0,kwh
7020,7941997,1722470400,1725061500,other,y,1,5684.516,4525.112388497757,kwh
7021,8543359,1722470400,1725061500,EV,y,1,4169.48002,56.53025107953107,kwh
7022,8543359,1722470400,1725061500,AC,y,1,4169.48002,1009.0045927952818,kwh
7023,8543359,1722470400,1725061500,PV,n,-1,4169.48002,0.0,kwh
7024,8543359,1722470400,1725061500,other,y,1,4169.48002,3103.9451740237632,kwh
7025,12970845,1722470400,1725061500,EV,y,1,7495.916,75.17217994322552,kwh
7026,12970845,1722470400,1725061500,AC,y,1,7495.916,1228.6394940366251,kwh
7027,12970845,1722470400,1725061500,PV,n,-1,7495.916,0.0,kwh
7028,12970845,1722470400,1725061500,other,y,1,7495.916,6192.104323951285,kwh
7029,10419735,1722470400,1725061500,EV,y,1,3796.624,53.39222055609816,kwh
7030,10419735,1722470400,1725061500,AC,y,1,3796.624,922.4082425412251,kwh
7031,10419735,1722470400,1725061500,PV,n,-1,3796.624,0.0,kwh
7032,10419735,1722470400,1725061500,other,y,1,3796.624,2820.823535026092,kwh
7033,13510469,1722470400,1725061500,EV,y,1,2929.03202,51.36441941784108,kwh
7034,13510469,1722470400,1725061500,AC,y,1,2929.03202,793.6519006982912,kwh
7035,13510469,1722470400,1725061500,PV,n,-1,2929.03202,0.0,kwh
7036,13510469,1722470400,1725061500,other,y,1,2929.03202,2084.0156978948467,kwh
7037,11713643,1722470400,1725061500,EV,y,1,6065.599999999999,68.79242086105928,kwh
7038,11713643,1722470400,1725061500,AC,y,1,6065.599999999999,1128.922588196115,kwh
7039,11713643,1722470400,1725061500,PV,n,-1,6065.599999999999,0.0,kwh
7040,11713643,1722470400,1725061500,other,y,1,6065.599999999999,4867.884988803279,kwh
7041,7204723,1722470400,1725061500,EV,y,1,5680.82,64.69036541702549,kwh
7042,7204723,1722470400,1725061500,AC,y,1,5680.82,1055.8615677223788,kwh
7043,7204723,1722470400,1725061500,PV,n,-1,5680.82,0.0,kwh
7044,7204723,1722470400,1725061500,other,y,1,5680.82,4560.268064812776,kwh
7045,8537570,1722470400,1725061500,EV,y,1,2793.516,57.28199070446283,kwh
7046,8537570,1722470400,1725061500,AC,y,1,2793.516,840.3985562597587,kwh
7047,8537570,1722470400,1725061500,PV,n,-1,2793.516,0.0,kwh
7048,8537570,1722470400,1725061500,other,y,1,2793.516,1895.835449755729,kwh
7049,7834875,1722470400,1725061500,EV,y,1,4969.804,54.79434902642892,kwh
7050,7834875,1722470400,1725061500,AC,y,1,4969.804,961.589300328886,kwh
7051,7834875,1722470400,1725061500,PV,n,-1,4969.804,0.0,kwh
7052,7834875,1722470400,1725061500,other,y,1,4969.804,3953.420350004005,kwh
7053,7486471,1722470400,1725061500,EV,y,1,5483.848,63.99915120480211,kwh
7054,7486471,1722470400,1725061500,AC,y,1,5483.848,1198.5173550130364,kwh
7055,7486471,1722470400,1725061500,PV,n,-1,5483.848,0.0,kwh
7056,7486471,1722470400,1725061500,other,y,1,5483.848,4221.331492966503,kwh
7057,8175236,1722470400,1725061500,EV,y,1,4746.74,63.94918599727263,kwh
7058,8175236,1722470400,1725061500,AC,y,1,4746.74,1124.3170935171277,kwh
7059,8175236,1722470400,1725061500,PV,n,-1,4746.74,0.0,kwh
7060,8175236,1722470400,1725061500,other,y,1,4746.74,3558.473718702588,kwh
7061,12541974,1722470400,1725061500,EV,y,1,1819.492,28.97988244162182,kwh
7062,12541974,1722470400,1725061500,AC,y,1,1819.492,510.2531324420242,kwh
7063,12541974,1722470400,1725061500,PV,n,-1,1819.492,0.0,kwh
7064,12541974,1722470400,1725061500,other,y,1,1819.492,1280.2589833732934,kwh
7065,8604014,1722470400,1725061500,EV,y,1,4068.728,53.87703482602467,kwh
7066,8604014,1722470400,1725061500,AC,y,1,4068.728,1074.4324834821502,kwh
7067,8604014,1722470400,1725061500,PV,n,-1,4068.728,0.0,kwh
7068,8604014,1722470400,1725061500,other,y,1,4068.728,2940.418479910705,kwh
7069,7810140,1722470400,1725061500,EV,y,1,1759.848,44.06951339934231,kwh
7070,7810140,1722470400,1725061500,AC,y,1,1759.848,666.0039496235587,kwh
7071,7810140,1722470400,1725061500,PV,n,-1,1759.848,0.0,kwh
7072,7810140,1722470400,1725061500,other,y,1,1759.848,1049.7745338478042,kwh
7073,8024035,1722470400,1725061500,EV,y,1,3010.132,61.7947151276211,kwh
7074,8024035,1722470400,1725061500,AC,y,1,3010.132,820.5176941650365,kwh
7075,8024035,1722470400,1725061500,PV,n,-1,3010.132,0.0,kwh
7076,8024035,1722470400,1725061500,other,y,1,3010.132,2127.8195877558683,kwh
7077,9754953,1722470400,1725061500,EV,y,1,3419.832032,55.89972842955282,kwh
7078,9754953,1722470400,1725061500,AC,y,1,3419.832032,892.0132895115835,kwh
7079,9754953,1722470400,1725061500,PV,n,-1,3419.832032,0.0,kwh
7080,9754953,1722470400,1725061500,other,y,1,3419.832032,2471.919011215222,kwh
7081,13960387,1722470400,1725061500,EV,y,1,5368.188,70.90555095508388,kwh
7082,13960387,1722470400,1725061500,AC,y,1,5368.188,874.4102303232897,kwh
7083,13960387,1722470400,1725061500,PV,n,-1,5368.188,0.0,kwh
7084,13960387,1722470400,1725061500,other,y,1,5368.188,4422.872215300101,kwh
7085,7716590,1722470400,1725061500,EV,y,1,4778.656,63.36228303158224,kwh
7086,7716590,1722470400,1725061500,AC,y,1,4778.656,951.8149738305566,kwh
7087,7716590,1722470400,1725061500,PV,n,-1,4778.656,0.0,kwh
7088,7716590,1722470400,1725061500,other,y,1,4778.656,3763.4787409968985,kwh
7089,7166419,1722470400,1725061500,EV,y,1,3036.244,47.50979714110328,kwh
7090,7166419,1722470400,1725061500,AC,y,1,3036.244,787.1435765079012,kwh
7091,7166419,1722470400,1725061500,PV,n,-1,3036.244,0.0,kwh
7092,7166419,1722470400,1725061500,other,y,1,3036.244,2201.590623330383,kwh
7093,14626690,1722470400,1725061500,EV,y,1,3871.796,65.96814288186535,kwh
7094,14626690,1722470400,1725061500,AC,y,1,3871.796,967.9639401334032,kwh
7095,14626690,1722470400,1725061500,PV,n,-1,3871.796,0.0,kwh
7096,14626690,1722470400,1725061500,other,y,1,3871.796,2837.863915289832,kwh
7097,8693052,1722470400,1725061500,EV,y,1,3260.252,48.36603863389077,kwh
7098,8693052,1722470400,1725061500,AC,y,1,3260.252,741.5634815287156,kwh
7099,8693052,1722470400,1725061500,PV,n,-1,3260.252,0.0,kwh
7100,8693052,1722470400,1725061500,other,y,1,3260.252,2470.32247821054,kwh
7101,8605911,1722470400,1725061500,EV,y,1,8006.688,64.69534982513727,kwh
7102,8605911,1722470400,1725061500,AC,y,1,8006.688,1218.0074537615103,kwh
7103,8605911,1722470400,1725061500,PV,n,-1,8006.688,0.0,kwh
7104,8605911,1722470400,1725061500,other,y,1,8006.688,6723.985196712676,kwh
7105,12543118,1722470400,1725061500,EV,y,1,4667.616,57.73030350638822,kwh
7106,12543118,1722470400,1725061500,AC,y,1,4667.616,1038.320032791414,kwh
7107,12543118,1722470400,1725061500,PV,n,-1,4667.616,0.0,kwh
7108,12543118,1722470400,1725061500,other,y,1,4667.616,3571.5656618685807,kwh
7109,10657829,1722470400,1725061500,EV,y,1,3863.756,57.62989515653352,kwh
7110,10657829,1722470400,1725061500,AC,y,1,3863.756,920.0443785148732,kwh
7111,10657829,1722470400,1725061500,PV,n,-1,3863.756,0.0,kwh
7112,10657829,1722470400,1725061500,other,y,1,3863.756,2886.0817249107345,kwh
7113,11615150,1722470400,1725061500,EV,y,1,3071.852,57.10033602020264,kwh
7114,11615150,1722470400,1725061500,AC,y,1,3071.852,882.193704038047,kwh
7115,11615150,1722470400,1725061500,PV,n,-1,3071.852,0.0,kwh
7116,11615150,1722470400,1725061500,other,y,1,3071.852,2132.5579581454053,kwh
7117,7341752,1722470400,1725061500,EV,y,1,3285.172,49.0105865917048,kwh
7118,7341752,1722470400,1725061500,AC,y,1,3285.172,879.6948797979823,kwh
7119,7341752,1722470400,1725061500,PV,n,-1,3285.172,0.0,kwh
7120,7341752,1722470400,1725061500,other,y,1,3285.172,2356.466531472201,kwh
7121,7376857,1722470400,1725061500,EV,y,1,2866.76,47.20414749350269,kwh
7122,7376857,1722470400,1725061500,AC,y,1,2866.76,733.3409381286455,kwh
7123,7376857,1722470400,1725061500,PV,n,-1,2866.76,0.0,kwh
7124,7376857,1722470400,1725061500,other,y,1,2866.76,2086.2149109166708,kwh
7125,8643137,1722470400,1725061500,EV,y,1,8353.8,91.73775052631882,kwh
7126,8643137,1722470400,1725061500,AC,y,1,8353.8,1276.6726396989209,kwh
7127,8643137,1722470400,1725061500,PV,n,-1,8353.8,0.0,kwh
7128,8643137,1722470400,1725061500,other,y,1,8353.8,6985.389609923954,kwh
7129,8073544,1722470400,1725061500,EV,y,1,5523.624,66.71219012679211,kwh
7130,8073544,1722470400,1725061500,AC,y,1,5523.624,1225.010617807787,kwh
7131,8073544,1722470400,1725061500,PV,n,-1,5523.624,0.0,kwh
7132,8073544,1722470400,1725061500,other,y,1,5523.624,4231.901190045634,kwh
7133,7811213,1722470400,1725061500,EV,y,1,3094.86,52.41829809663319,kwh
7134,7811213,1722470400,1725061500,AC,y,1,3094.86,870.7122467718517,kwh
7135,7811213,1722470400,1725061500,PV,n,-1,3094.86,0.0,kwh
7136,7811213,1722470400,1725061500,other,y,1,3094.86,2171.7294528001376,kwh
7137,11447365,1722470400,1725061500,EV,y,1,2535.908,46.993699418575325,kwh
7138,11447365,1722470400,1725061500,AC,y,1,2535.908,734.5076861767003,kwh
7139,11447365,1722470400,1725061500,PV,n,-1,2535.908,0.0,kwh
7140,11447365,1722470400,1725061500,other,y,1,2535.908,1754.4066112867913,kwh
7141,7765933,1722470400,1725061500,EV,y,1,5922.82,80.390986499769,kwh
7142,7765933,1722470400,1725061500,AC,y,1,5922.82,1205.92371772257,kwh
7143,7765933,1722470400,1725061500,PV,n,-1,5922.82,0.0,kwh
7144,7765933,1722470400,1725061500,other,y,1,5922.82,4636.505295870702,kwh
7145,7596243,1722470400,1725061500,EV,y,1,5094.368,63.83758818555019,kwh
7146,7596243,1722470400,1725061500,AC,y,1,5094.368,995.095338964576,kwh
7147,7596243,1722470400,1725061500,PV,n,-1,5094.368,0.0,kwh
7148,7596243,1722470400,1725061500,other,y,1,5094.368,4035.435070189457,kwh
7149,7502984,1722470400,1725061500,EV,y,1,2856.824,57.09774779888116,kwh
7150,7502984,1722470400,1725061500,AC,y,1,2856.824,777.0208037460642,kwh
7151,7502984,1722470400,1725061500,PV,n,-1,2856.824,0.0,kwh
7152,7502984,1722470400,1725061500,other,y,1,2856.824,2022.7054456022768,kwh
7153,8701998,1722470400,1725061500,EV,y,1,7563.236,74.08711507108492,kwh
7154,8701998,1722470400,1725061500,AC,y,1,7563.236,1052.9201984741496,kwh
7155,8701998,1722470400,1725061500,PV,n,-1,7563.236,0.0,kwh
7156,8701998,1722470400,1725061500,other,y,1,7563.236,6436.228684706425,kwh
7157,13280907,1722470400,1725061500,EV,y,1,6025.096,62.64101750660728,kwh
7158,13280907,1722470400,1725061500,AC,y,1,6025.096,1195.1379693157228,kwh
7159,13280907,1722470400,1725061500,PV,n,-1,6025.096,0.0,kwh
7160,13280907,1722470400,1725061500,other,y,1,6025.096,4767.317012145918,kwh
7161,7239201,1722470400,1725061500,EV,y,1,672.1479999999999,20.14405419228165,kwh
7162,7239201,1722470400,1725061500,AC,y,1,672.1479999999999,247.47713611806844,kwh
7163,7239201,1722470400,1725061500,PV,n,-1,672.1479999999999,0.0,kwh
7164,7239201,1722470400,1725061500,other,y,1,672.1479999999999,404.5268084036758,kwh
7165,7246999,1722470400,1725061500,EV,y,1,4147.628,65.65631790143638,kwh
7166,7246999,1722470400,1725061500,AC,y,1,4147.628,1031.782102424247,kwh
7167,7246999,1722470400,1725061500,PV,n,-1,4147.628,0.0,kwh
7168,7246999,1722470400,1725061500,other,y,1,4147.628,3050.1895783315126,kwh
7169,7741061,1722470400,1725061500,EV,y,1,3978.784,53.14809670728074,kwh
7170,7741061,1722470400,1725061500,AC,y,1,3978.784,954.414496355546,kwh
7171,7741061,1722470400,1725061500,PV,n,-1,3978.784,0.0,kwh
7172,7741061,1722470400,1725061500,other,y,1,3978.784,2971.2214052654226,kwh
7173,8320340,1722470400,1725061500,EV,y,1,1372.3839999999998,33.272546997491546,kwh
7174,8320340,1722470400,1725061500,AC,y,1,1372.3839999999998,449.4951194188373,kwh
7175,8320340,1722470400,1725061500,PV,n,-1,1372.3839999999998,0.0,kwh
7176,8320340,1722470400,1725061500,other,y,1,1372.3839999999998,889.6163306995561,kwh
7177,10536724,1722470400,1725061500,EV,y,1,3374.848,46.23337249782297,kwh
7178,10536724,1722470400,1725061500,AC,y,1,3374.848,806.1482878926201,kwh
7179,10536724,1722470400,1725061500,PV,n,-1,3374.848,0.0,kwh
7180,10536724,1722470400,1725061500,other,y,1,3374.848,2522.4663377466327,kwh
7181,7071043,1722470400,1725061500,EV,y,1,4863.748,67.08824164562014,kwh
7182,7071043,1722470400,1725061500,AC,y,1,4863.748,1073.4585026093473,kwh
7183,7071043,1722470400,1725061500,PV,n,-1,4863.748,0.0,kwh
7184,7071043,1722470400,1725061500,other,y,1,4863.748,3723.201253186303,kwh
7185,8323320,1722470400,1725061500,EV,y,1,6952.688,79.13089946428347,kwh
7186,8323320,1722470400,1725061500,AC,y,1,6952.688,1158.942134217651,kwh
7187,8323320,1722470400,1725061500,PV,n,-1,6952.688,0.0,kwh
7188,8323320,1722470400,1725061500,other,y,1,6952.688,5714.614963268565,kwh
7189,14866326,1722470400,1725061500,EV,y,1,1376.456,39.9523864927792,kwh
7190,14866326,1722470400,1725061500,AC,y,1,1376.456,562.8779798469727,kwh
7191,14866326,1722470400,1725061500,PV,n,-1,1376.456,0.0,kwh
7192,14866326,1722470400,1725061500,other,y,1,1376.456,773.6256304058022,kwh
7193,13219966,1722470400,1725061500,EV,y,1,701.1119999999999,24.6501797139194,kwh
7194,13219966,1722470400,1725061500,AC,y,1,701.1119999999999,294.4860091754921,kwh
7195,13219966,1722470400,1725061500,PV,n,-1,701.1119999999999,0.0,kwh
7196,13219966,1722470400,1725061500,other,y,1,701.1119999999999,381.9758092310775,kwh
7197,7412333,1722470400,1725061500,EV,y,1,2085.788,36.66604942108335,kwh
7198,7412333,1722470400,1725061500,AC,y,1,2085.788,523.007200502863,kwh
7199,7412333,1722470400,1725061500,PV,n,-1,2085.788,0.0,kwh
7200,7412333,1722470400,1725061500,other,y,1,2085.788,1526.1147471429829,kwh
7201,13754601,1722470400,1725061500,EV,y,1,4963.504,66.5162114077201,kwh
7202,13754601,1722470400,1725061500,AC,y,1,4963.504,1140.2031964150733,kwh
7203,13754601,1722470400,1725061500,PV,n,-1,4963.504,0.0,kwh
7204,13754601,1722470400,1725061500,other,y,1,4963.504,3756.7845920467353,kwh
7205,14477804,1722470400,1725061500,EV,y,1,5874.876,75.61231071844372,kwh
7206,14477804,1722470400,1725061500,AC,y,1,5874.876,1105.5952411359538,kwh
7207,14477804,1722470400,1725061500,PV,n,-1,5874.876,0.0,kwh
7208,14477804,1722470400,1725061500,other,y,1,5874.876,4693.668446416898,kwh
7209,12052378,1722470400,1725061500,EV,y,1,5769.616,62.606153257930224,kwh
7210,12052378,1722470400,1725061500,AC,y,1,5769.616,1131.3017559673865,kwh
7211,12052378,1722470400,1725061500,PV,n,-1,5769.616,0.0,kwh
7212,12052378,1722470400,1725061500,other,y,1,5769.616,4575.708089739621,kwh
7213,11363263,1722470400,1725061500,EV,y,1,3808.76,55.00602362785818,kwh
7214,11363263,1722470400,1725061500,AC,y,1,3808.76,822.2678455039018,kwh
7215,11363263,1722470400,1725061500,PV,n,-1,3808.76,0.0,kwh
7216,11363263,1722470400,1725061500,other,y,1,3808.76,2931.4861295037404,kwh
7217,7989385,1722470400,1725061500,EV,y,1,3977.144,62.64623764702681,kwh
7218,7989385,1722470400,1725061500,AC,y,1,3977.144,939.2953183407562,kwh
7219,7989385,1722470400,1725061500,PV,n,-1,3977.144,0.0,kwh
7220,7989385,1722470400,1725061500,other,y,1,3977.144,2975.202442892294,kwh
7221,12428078,1722470400,1725061500,EV,y,1,6504.244,71.9246045205789,kwh
7222,12428078,1722470400,1725061500,AC,y,1,6504.244,961.067767343079,kwh
7223,12428078,1722470400,1725061500,PV,n,-1,6504.244,0.0,kwh
7224,12428078,1722470400,1725061500,other,y,1,6504.244,5471.251625548287,kwh
7225,7864449,1722470400,1725061500,EV,y,1,5770.072,68.04461142450893,kwh
7226,7864449,1722470400,1725061500,AC,y,1,5770.072,1066.477023292248,kwh
7227,7864449,1722470400,1725061500,PV,n,-1,5770.072,0.0,kwh
7228,7864449,1722470400,1725061500,other,y,1,5770.072,4635.550363472094,kwh
7229,12426452,1722470400,1725061500,EV,y,1,5693.912,71.07813270094455,kwh
7230,12426452,1722470400,1725061500,AC,y,1,5693.912,1141.1630443693707,kwh
7231,12426452,1722470400,1725061500,PV,n,-1,5693.912,0.0,kwh
7232,12426452,1722470400,1725061500,other,y,1,5693.912,4481.670820730149,kwh
7233,7481717,1722470400,1725061500,EV,y,1,3758.316,51.48999489342156,kwh
7234,7481717,1722470400,1725061500,AC,y,1,3758.316,790.237589322795,kwh
7235,7481717,1722470400,1725061500,PV,n,-1,3758.316,0.0,kwh
7236,7481717,1722470400,1725061500,other,y,1,3758.316,2916.5884136283107,kwh
7237,7811868,1722470400,1725061500,EV,y,1,6021.512,65.9289616231496,kwh
7238,7811868,1722470400,1725061500,AC,y,1,6021.512,1094.963994204345,kwh
7239,7811868,1722470400,1725061500,PV,n,-1,6021.512,0.0,kwh
7240,7811868,1722470400,1725061500,other,y,1,6021.512,4860.619043398691,kwh
7241,11437351,1722470400,1725061500,EV,y,1,7117.592,65.1920302581155,kwh
7242,11437351,1722470400,1725061500,AC,y,1,7117.592,1147.9577064603525,kwh
7243,11437351,1722470400,1725061500,PV,n,-1,7117.592,0.0,kwh
7244,11437351,1722470400,1725061500,other,y,1,7117.592,5904.442261521072,kwh
7245,7500416,1722470400,1725061500,EV,y,1,1341.4,37.030000275568,kwh
7246,7500416,1722470400,1725061500,AC,y,1,1341.4,537.6358463800285,kwh
7247,7500416,1722470400,1725061500,PV,n,-1,1341.4,0.0,kwh
7248,7500416,1722470400,1725061500,other,y,1,1341.4,766.734150706034,kwh
7249,7444002,1722470400,1725061500,EV,y,1,9524.14,89.00352725624255,kwh
7250,7444002,1722470400,1725061500,AC,y,1,9524.14,1243.7007891670048,kwh
7251,7444002,1722470400,1725061500,PV,n,-1,9524.14,0.0,kwh
7252,7444002,1722470400,1725061500,other,y,1,9524.14,8191.435681527368,kwh
7253,13368330,1722470400,1725061500,EV,y,1,2691.008,50.770543952037386,kwh
7254,13368330,1722470400,1725061500,AC,y,1,2691.008,784.9503064546786,kwh
7255,13368330,1722470400,1725061500,PV,n,-1,2691.008,0.0,kwh
7256,13368330,1722470400,1725061500,other,y,1,2691.008,1855.287147691868,kwh
7257,14795455,1722470400,1725061500,EV,y,1,5190.924,67.92884529568038,kwh
7258,14795455,1722470400,1725061500,AC,y,1,5190.924,1174.5858881719294,kwh
7259,14795455,1722470400,1725061500,PV,n,-1,5190.924,0.0,kwh
7260,14795455,1722470400,1725061500,other,y,1,5190.924,3948.409266000394,kwh
7261,7077355,1722470400,1725061500,EV,y,1,7665.175999999999,83.39317044690107,kwh
7262,7077355,1722470400,1725061500,AC,y,1,7665.175999999999,1206.765039460216,kwh
7263,7077355,1722470400,1725061500,PV,n,-1,7665.175999999999,0.0,kwh
7264,7077355,1722470400,1725061500,other,y,1,7665.175999999999,6375.017790810577,kwh
7265,8149388,1722470400,1725061500,EV,y,1,1519.712,36.571479853681225,kwh
7266,8149388,1722470400,1725061500,AC,y,1,1519.712,544.8071339390835,kwh
7267,8149388,1722470400,1725061500,PV,n,-1,1519.712,0.0,kwh
7268,8149388,1722470400,1725061500,other,y,1,1519.712,938.3333830159416,kwh
7269,7780936,1722470400,1725061500,EV,y,1,6976.128,68.67057221475878,kwh
7270,7780936,1722470400,1725061500,AC,y,1,6976.128,1175.022579173599,kwh
7271,7780936,1722470400,1725061500,PV,n,-1,6976.128,0.0,kwh
7272,7780936,1722470400,1725061500,other,y,1,6976.128,5732.434847860732,kwh
7273,13252061,1722470400,1725061500,EV,y,1,4054.132,61.41888507243009,kwh
7274,13252061,1722470400,1725061500,AC,y,1,4054.132,873.1171900526136,kwh
7275,13252061,1722470400,1725061500,PV,n,-1,4054.132,0.0,kwh
7276,13252061,1722470400,1725061500,other,y,1,4054.132,3119.5959234414186,kwh
7277,7962082,1722470400,1725061500,EV,y,1,3243.056,49.51871360588272,kwh
7278,7962082,1722470400,1725061500,AC,y,1,3243.056,831.0805405581823,kwh
7279,7962082,1722470400,1725061500,PV,n,-1,3243.056,0.0,kwh
7280,7962082,1722470400,1725061500,other,y,1,3243.056,2362.456742356517,kwh
7281,12959755,1722470400,1725061500,EV,y,1,7147.324,82.88138665497252,kwh
7282,12959755,1722470400,1725061500,AC,y,1,7147.324,1131.3337301451136,kwh
7283,12959755,1722470400,1725061500,PV,n,-1,7147.324,0.0,kwh
7284,12959755,1722470400,1725061500,other,y,1,7147.324,5933.108882787732,kwh
7285,8115584,1722470400,1725061500,EV,y,1,3244.004,43.27223669147804,kwh
7286,8115584,1722470400,1725061500,AC,y,1,3244.004,719.4729183889751,kwh
7287,8115584,1722470400,1725061500,PV,n,-1,3244.004,0.0,kwh
7288,8115584,1722470400,1725061500,other,y,1,3244.004,2481.2588413387107,kwh
7289,14364567,1722470400,1725061500,EV,y,1,4599.936,62.72111338819457,kwh
7290,14364567,1722470400,1725061500,AC,y,1,4599.936,833.7177407471441,kwh
7291,14364567,1722470400,1725061500,PV,n,-1,4599.936,0.0,kwh
7292,14364567,1722470400,1725061500,other,y,1,4599.936,3703.497143181959,kwh
7293,8596398,1722470400,1725061500,EV,y,1,7132.448,62.33638265593155,kwh
7294,8596398,1722470400,1725061500,AC,y,1,7132.448,992.2259061622864,kwh
7295,8596398,1722470400,1725061500,PV,n,-1,7132.448,0.0,kwh
7296,8596398,1722470400,1725061500,other,y,1,7132.448,6077.885709518868,kwh
7297,7603747,1722470400,1725061500,EV,y,1,6119.304,64.91164527963176,kwh
7298,7603747,1722470400,1725061500,AC,y,1,6119.304,1071.2457057877093,kwh
7299,7603747,1722470400,1725061500,PV,n,-1,6119.304,0.0,kwh
7300,7603747,1722470400,1725061500,other,y,1,6119.304,4983.146646599452,kwh
7301,13297145,1722470400,1725061500,EV,y,1,3940.672,60.02827014121195,kwh
7302,13297145,1722470400,1725061500,AC,y,1,3940.672,891.1640664510517,kwh
7303,13297145,1722470400,1725061500,PV,n,-1,3940.672,0.0,kwh
7304,13297145,1722470400,1725061500,other,y,1,3940.672,2989.4796608687984,kwh
7305,7363803,1722470400,1725061500,EV,y,1,6107.664,64.13465646196892,kwh
7306,7363803,1722470400,1725061500,AC,y,1,6107.664,1171.25908325007,kwh
7307,7363803,1722470400,1725061500,PV,n,-1,6107.664,0.0,kwh
7308,7363803,1722470400,1725061500,other,y,1,6107.664,4872.270256950863,kwh
7309,8603519,1722470400,1725061500,EV,y,1,2536.152,45.48402739055887,kwh
7310,8603519,1722470400,1725061500,AC,y,1,2536.152,722.1597275368721,kwh
7311,8603519,1722470400,1725061500,PV,n,-1,2536.152,0.0,kwh
7312,8603519,1722470400,1725061500,other,y,1,2536.152,1768.5082415758798,kwh
7313,9243251,1722470400,1725061500,EV,y,1,4120.5,62.2949972844972,kwh
