seq_no,meter_id,equipment_disagg_start,equipment_disagg_end,equipment_type,equipment_detected,direction,meter_consumption,equipment_consumption,uom
32703,7987494,1722470400,1725061500,PV,n,-1,4008.464,0.0,kwh
32704,7987494,1722470400,1725061500,other,y,1,4008.464,2956.317982577645,kwh
32705,13760792,1722470400,1725061500,EV,y,1,4488.692,58.4944373509962,kwh
32706,13760792,1722470400,1725061500,AC,y,1,4488.692,1027.0589311154747,kwh
32707,13760792,1722470400,1725061500,PV,n,-1,4488.692,0.0,kwh
32708,13760792,1722470400,1725061500,other,y,1,4488.692,3403.138628786007,kwh
32709,7770718,1722470400,1725061500,EV,y,1,1618.436,33.089365696702096,kwh
32710,7770718,1722470400,1725061500,AC,y,1,1618.436,574.1073844110607,kwh
32711,7770718,1722470400,1725061500,PV,n,-1,1618.436,0.0,kwh
32712,7770718,1722470400,1725061500,other,y,1,1618.436,1011.2392472427316,kwh
32713,8222680,1722470400,1725061500,EV,y,1,6483.724,71.39931218119905,kwh
32714,8222680,1722470400,1725061500,AC,y,1,6483.724,1065.7944022648614,kwh
32715,8222680,1722470400,1725061500,PV,n,-1,6483.724,0.0,kwh
32716,8222680,1722470400,1725061500,other,y,1,6483.724,5346.530284588004,kwh
32717,11863192,1722470400,1725061500,EV,y,1,3990.636,65.49718650771096,kwh
32718,11863192,1722470400,1725061500,AC,y,1,3990.636,994.515830692559,kwh
32719,11863192,1722470400,1725061500,PV,n,-1,3990.636,0.0,kwh
32720,11863192,1722470400,1725061500,other,y,1,3990.636,2930.6229812606275,kwh
32721,7775868,1722470400,1725061500,EV,y,1,6500.472,77.68876470368413,kwh
32722,7775868,1722470400,1725061500,AC,y,1,6500.472,1167.4080607369528,kwh
32723,7775868,1722470400,1725061500,PV,n,-1,6500.472,0.0,kwh
32724,7775868,1722470400,1725061500,other,y,1,6500.472,5255.375173842163,kwh
32725,13082171,1722470400,1725061500,EV,y,1,8583.832,70.69793057324735,kwh
32726,13082171,1722470400,1725061500,AC,y,1,8583.832,1343.2020149562154,kwh
32727,13082171,1722470400,1725061500,PV,n,-1,8583.832,0.0,kwh
32728,13082171,1722470400,1725061500,other,y,1,8583.832,7169.932054006038,kwh
32729,8414673,1722470400,1725061500,EV,y,1,7285.635999999999,80.39762398964046,kwh
32730,8414673,1722470400,1725061500,AC,y,1,7285.635999999999,1201.263710366152,kwh
32731,8414673,1722470400,1725061500,PV,n,-1,7285.635999999999,0.0,kwh
32732,8414673,1722470400,1725061500,other,y,1,7285.635999999999,6003.974663693068,kwh
32733,7654516,1722470400,1725061500,EV,y,1,8797.612,84.69684399290873,kwh
32734,7654516,1722470400,1725061500,AC,y,1,8797.612,1190.040608966279,kwh
32735,7654516,1722470400,1725061500,PV,n,-1,8797.612,0.0,kwh
32736,7654516,1722470400,1725061500,other,y,1,8797.612,7522.874543946366,kwh
32737,7093133,1722470400,1725061500,EV,y,1,1573.456,35.860665955560094,kwh
32738,7093133,1722470400,1725061500,AC,y,1,1573.456,563.1578408415651,kwh
32739,7093133,1722470400,1725061500,PV,n,-1,1573.456,0.0,kwh
32740,7093133,1722470400,1725061500,other,y,1,1573.456,974.437489888222,kwh
32741,14555377,1722470400,1725061500,EV,y,1,3286.564,60.53566122268182,kwh
32742,14555377,1722470400,1725061500,AC,y,1,3286.564,887.9152615397271,kwh
32743,14555377,1722470400,1725061500,PV,n,-1,3286.564,0.0,kwh
32744,14555377,1722470400,1725061500,other,y,1,3286.564,2338.1130745909063,kwh
32745,8335400,1722470400,1725061500,EV,y,1,3646.912,55.43716511499043,kwh
32746,8335400,1722470400,1725061500,AC,y,1,3646.912,863.0713324975742,kwh
32747,8335400,1722470400,1725061500,PV,n,-1,3646.912,0.0,kwh
32748,8335400,1722470400,1725061500,other,y,1,3646.912,2728.4034995916204,kwh
32749,13709470,1722470400,1725061500,EV,y,1,4012.652,69.98289074922829,kwh
32750,13709470,1722470400,1725061500,AC,y,1,4012.652,963.7231692212016,kwh
32751,13709470,1722470400,1725061500,PV,n,-1,4012.652,0.0,kwh
32752,13709470,1722470400,1725061500,other,y,1,4012.652,2978.94593838986,kwh
32753,10439643,1722470400,1725061500,EV,y,1,3673.292,63.32093699193211,kwh
32754,10439643,1722470400,1725061500,AC,y,1,3673.292,925.8461196967744,kwh
32755,10439643,1722470400,1725061500,PV,n,-1,3673.292,0.0,kwh
32756,10439643,1722470400,1725061500,other,y,1,3673.292,2684.12494248042,kwh
32757,14232573,1722470400,1725061500,EV,y,1,2850.456,54.83329221503312,kwh
32758,14232573,1722470400,1725061500,AC,y,1,2850.456,842.15217245348,kwh
32759,14232573,1722470400,1725061500,PV,n,-1,2850.456,0.0,kwh
32760,14232573,1722470400,1725061500,other,y,1,2850.456,1953.470533193975,kwh
32761,12454223,1722470400,1725061500,EV,y,1,5583.252,72.04945944808152,kwh
32762,12454223,1722470400,1725061500,AC,y,1,5583.252,1155.712740805313,kwh
32763,12454223,1722470400,1725061500,PV,n,-1,5583.252,0.0,kwh
32764,12454223,1722470400,1725061500,other,y,1,5583.252,4355.489797421776,kwh
32765,7710996,1722470400,1725061500,EV,y,1,4520.752,71.8625037465187,kwh
32766,7710996,1722470400,1725061500,AC,y,1,4520.752,983.3661866535316,kwh
32767,7710996,1722470400,1725061500,PV,n,-1,4520.752,0.0,kwh
32768,7710996,1722470400,1725061500,other,y,1,4520.752,3465.523309023002,kwh
32769,13766866,1722470400,1725061500,EV,y,1,2596.496,52.41159426288903,kwh
32770,13766866,1722470400,1725061500,AC,y,1,2596.496,861.6812670250594,kwh
32771,13766866,1722470400,1725061500,PV,n,-1,2596.496,0.0,kwh
32772,13766866,1722470400,1725061500,other,y,1,2596.496,1682.4031368755006,kwh
32773,12337458,1722470400,1725061500,EV,y,1,5552.984,61.774401862855456,kwh
32774,12337458,1722470400,1725061500,AC,y,1,5552.984,1163.4819962078093,kwh
32775,12337458,1722470400,1725061500,PV,n,-1,5552.984,0.0,kwh
32776,12337458,1722470400,1725061500,other,y,1,5552.984,4327.727601285269,kwh
32777,8554209,1722470400,1725061500,EV,y,1,4933.852,54.77057223440789,kwh
32778,8554209,1722470400,1725061500,AC,y,1,4933.852,1022.403805060669,kwh
32779,8554209,1722470400,1725061500,PV,n,-1,4933.852,0.0,kwh
32780,8554209,1722470400,1725061500,other,y,1,4933.852,3856.677620357515,kwh
32781,8560371,1722470400,1725061500,EV,y,1,2993.32798,48.92948499902227,kwh
32782,8560371,1722470400,1725061500,AC,y,1,2993.32798,800.084777774652,kwh
32783,8560371,1722470400,1725061500,PV,n,-1,2993.32798,0.0,kwh
32784,8560371,1722470400,1725061500,other,y,1,2993.32798,2144.313715313495,kwh
32785,7388944,1722470400,1725061500,EV,y,1,6751.244,80.1773336137641,kwh
32786,7388944,1722470400,1725061500,AC,y,1,6751.244,1218.6878592121866,kwh
32787,7388944,1722470400,1725061500,PV,n,-1,6751.244,0.0,kwh
32788,7388944,1722470400,1725061500,other,y,1,6751.244,5452.378804468038,kwh
32789,8075551,1722470400,1725061500,EV,y,1,8493.328,76.68380327677241,kwh
32790,8075551,1722470400,1725061500,AC,y,1,8493.328,1130.015550537042,kwh
32791,8075551,1722470400,1725061500,PV,n,-1,8493.328,0.0,kwh
32792,8075551,1722470400,1725061500,other,y,1,8493.328,7286.628645871368,kwh
32793,7975528,1722470400,1725061500,EV,y,1,5578.596,71.25630393803459,kwh
32794,7975528,1722470400,1725061500,AC,y,1,5578.596,1113.6145667122414,kwh
32795,7975528,1722470400,1725061500,PV,n,-1,5578.596,0.0,kwh
32796,7975528,1722470400,1725061500,other,y,1,5578.596,4393.72512745319,kwh
32797,7331658,1722470400,1725061500,EV,y,1,5305.78,59.237622584020905,kwh
32798,7331658,1722470400,1725061500,AC,y,1,5305.78,1141.663392504291,kwh
32799,7331658,1722470400,1725061500,PV,n,-1,5305.78,0.0,kwh
32800,7331658,1722470400,1725061500,other,y,1,5305.78,4104.878983459997,kwh
32801,7698055,1722470400,1725061500,EV,y,1,6090.076,74.34009021080129,kwh
32802,7698055,1722470400,1725061500,AC,y,1,6090.076,1131.5475293243933,kwh
32803,7698055,1722470400,1725061500,PV,n,-1,6090.076,0.0,kwh
32804,7698055,1722470400,1725061500,other,y,1,6090.076,4884.188378767983,kwh
32805,7726065,1722470400,1725061500,EV,y,1,8681.564,81.84891031935797,kwh
32806,7726065,1722470400,1725061500,AC,y,1,8681.564,1360.7302805062395,kwh
32807,7726065,1722470400,1725061500,PV,n,-1,8681.564,0.0,kwh
32808,7726065,1722470400,1725061500,other,y,1,8681.564,7238.984806765367,kwh
32809,10233508,1722470400,1725061500,EV,y,1,6950.084,71.03032606400735,kwh
32810,10233508,1722470400,1725061500,AC,y,1,6950.084,1249.7126616995852,kwh
32811,10233508,1722470400,1725061500,PV,n,-1,6950.084,0.0,kwh
32812,10233508,1722470400,1725061500,other,y,1,6950.084,5629.341011001034,kwh
32813,7502610,1722470400,1725061500,EV,y,1,532.2519999999998,22.405390977618328,kwh
32814,7502610,1722470400,1725061500,AC,y,1,532.2519999999998,271.2460473847716,kwh
32815,7502610,1722470400,1725061500,PV,n,-1,532.2519999999998,0.0,kwh
32816,7502610,1722470400,1725061500,other,y,1,532.2519999999998,238.600559415539,kwh
32817,7088301,1722470400,1725061500,EV,y,1,3618.212,63.10220915479878,kwh
32818,7088301,1722470400,1725061500,AC,y,1,3618.212,963.217213704762,kwh
32819,7088301,1722470400,1725061500,PV,n,-1,3618.212,0.0,kwh
32820,7088301,1722470400,1725061500,other,y,1,3618.212,2591.892574307776,kwh
32821,8105938,1722470400,1725061500,EV,y,1,1131.948,35.99278104004026,kwh
32822,8105938,1722470400,1725061500,AC,y,1,1131.948,515.1235741529595,kwh
32823,8105938,1722470400,1725061500,PV,n,-1,1131.948,0.0,kwh
32824,8105938,1722470400,1725061500,other,y,1,1131.948,580.8316408609326,kwh
32825,11832847,1722470400,1725061500,EV,y,1,5636.276,51.61942325011812,kwh
32826,11832847,1722470400,1725061500,AC,y,1,5636.276,846.1910545684907,kwh
32827,11832847,1722470400,1725061500,PV,n,-1,5636.276,0.0,kwh
32828,11832847,1722470400,1725061500,other,y,1,5636.276,4738.465519955507,kwh
32829,13581282,1722470400,1725061500,EV,y,1,3849.34,50.35998620005496,kwh
32830,13581282,1722470400,1725061500,AC,y,1,3849.34,899.3747036306664,kwh
32831,13581282,1722470400,1725061500,PV,n,-1,3849.34,0.0,kwh
32832,13581282,1722470400,1725061500,other,y,1,3849.34,2899.60530767146,kwh
32833,12067809,1722470400,1725061500,EV,y,1,4247.928,53.17785158821225,kwh
32834,12067809,1722470400,1725061500,AC,y,1,4247.928,941.7847507452848,kwh
32835,12067809,1722470400,1725061500,PV,n,-1,4247.928,0.0,kwh
32836,12067809,1722470400,1725061500,other,y,1,4247.928,3252.965396136808,kwh
32837,14415964,1722470400,1725061500,EV,y,1,4006.052,52.1487967240581,kwh
32838,14415964,1722470400,1725061500,AC,y,1,4006.052,932.5422072919188,kwh
32839,14415964,1722470400,1725061500,PV,n,-1,4006.052,0.0,kwh
32840,14415964,1722470400,1725061500,other,y,1,4006.052,3021.3609938386217,kwh
32841,13370555,1722470400,1725061500,EV,y,1,3441.488,51.74429363001369,kwh
32842,13370555,1722470400,1725061500,AC,y,1,3441.488,655.7318802712008,kwh
32843,13370555,1722470400,1725061500,PV,n,-1,3441.488,0.0,kwh
32844,13370555,1722470400,1725061500,other,y,1,3441.488,2734.011823388973,kwh
32845,12772759,1722470400,1725061500,EV,y,1,6542.168,63.091804680088366,kwh
32846,12772759,1722470400,1725061500,AC,y,1,6542.168,1079.408529275261,kwh
32847,12772759,1722470400,1725061500,PV,n,-1,6542.168,0.0,kwh
32848,12772759,1722470400,1725061500,other,y,1,6542.168,5399.6676640446185,kwh
32849,13922270,1722470400,1725061500,EV,y,1,1766.184,41.43238665853229,kwh
32850,13922270,1722470400,1725061500,AC,y,1,1766.184,606.0211752546024,kwh
32851,13922270,1722470400,1725061500,PV,n,-1,1766.184,0.0,kwh
32852,13922270,1722470400,1725061500,other,y,1,1766.184,1118.730436270487,kwh
32853,12835876,1722470400,1725061500,EV,y,1,6966.468,53.23743170075829,kwh
32854,12835876,1722470400,1725061500,AC,y,1,6966.468,978.771089290213,kwh
32855,12835876,1722470400,1725061500,PV,n,-1,6966.468,0.0,kwh
32856,12835876,1722470400,1725061500,other,y,1,6966.468,5934.459478046911,kwh
32857,7258479,1722470400,1725061500,EV,y,1,4612.256032,63.809272085962455,kwh
32858,7258479,1722470400,1725061500,AC,y,1,4612.256032,994.4310504518032,kwh
32859,7258479,1722470400,1725061500,PV,n,-1,4612.256032,0.0,kwh
32860,7258479,1722470400,1725061500,other,y,1,4612.256032,3554.015707567333,kwh
32861,8273462,1722470400,1725061500,EV,y,1,6286.584,67.4887513693798,kwh
32862,8273462,1722470400,1725061500,AC,y,1,6286.584,1267.3393974790272,kwh
32863,8273462,1722470400,1725061500,PV,n,-1,6286.584,0.0,kwh
32864,8273462,1722470400,1725061500,other,y,1,6286.584,4951.755850995218,kwh
32865,11343241,1722470400,1725061500,EV,y,1,4506.148,63.650406899662265,kwh
32866,11343241,1722470400,1725061500,AC,y,1,4506.148,1048.3795509658305,kwh
32867,11343241,1722470400,1725061500,PV,n,-1,4506.148,0.0,kwh
32868,11343241,1722470400,1725061500,other,y,1,4506.148,3394.118040140233,kwh
32869,7510932,1722470400,1725061500,EV,y,1,3545.996,60.68734608800015,kwh
32870,7510932,1722470400,1725061500,AC,y,1,3545.996,994.8295702417709,kwh
32871,7510932,1722470400,1725061500,PV,n,-1,3545.996,0.0,kwh
32872,7510932,1722470400,1725061500,other,y,1,3545.996,2490.479081834052,kwh
32873,13297874,1722470400,1725061500,EV,y,1,2603.76,47.94213191556533,kwh
32874,13297874,1722470400,1725061500,AC,y,1,2603.76,842.4027204260631,kwh
32875,13297874,1722470400,1725061500,PV,n,-1,2603.76,0.0,kwh
32876,13297874,1722470400,1725061500,other,y,1,2603.76,1713.4151453469792,kwh
32877,10269357,1722470400,1725061500,EV,y,1,5176.36,62.32519580507157,kwh
32878,10269357,1722470400,1725061500,AC,y,1,5176.36,969.3629500395274,kwh
32879,10269357,1722470400,1725061500,PV,n,-1,5176.36,0.0,kwh
32880,10269357,1722470400,1725061500,other,y,1,5176.36,4144.671850778442,kwh
32881,7785796,1722470400,1725061500,EV,y,1,4527.432,57.96074889029456,kwh
32882,7785796,1722470400,1725061500,AC,y,1,4527.432,978.7051730775016,kwh
32883,7785796,1722470400,1725061500,PV,n,-1,4527.432,0.0,kwh
32884,7785796,1722470400,1725061500,other,y,1,4527.432,3490.766077261821,kwh
32885,7921207,1722470400,1725061500,EV,y,1,3656.00402,56.6717674054441,kwh
32886,7921207,1722470400,1725061500,AC,y,1,3656.00402,873.1522169713999,kwh
32887,7921207,1722470400,1725061500,PV,n,-1,3656.00402,0.0,kwh
32888,7921207,1722470400,1725061500,other,y,1,3656.00402,2726.180033184968,kwh
32889,12118736,1722470400,1725061500,EV,y,1,4405.684,68.98520430879341,kwh
32890,12118736,1722470400,1725061500,AC,y,1,4405.684,978.0635280770324,kwh
32891,12118736,1722470400,1725061500,PV,n,-1,4405.684,0.0,kwh
32892,12118736,1722470400,1725061500,other,y,1,4405.684,3358.6352664289984,kwh
32893,12158107,1722470400,1725061500,EV,y,1,3037.404,46.112527054437656,kwh
32894,12158107,1722470400,1725061500,AC,y,1,3037.404,790.3607245465175,kwh
32895,12158107,1722470400,1725061500,PV,n,-1,3037.404,0.0,kwh
32896,12158107,1722470400,1725061500,other,y,1,3037.404,2200.9307459883585,kwh
32897,14103386,1722470400,1725061500,EV,y,1,4921.74002,75.57320769404537,kwh
32898,14103386,1722470400,1725061500,AC,y,1,4921.74002,980.703928321017,kwh
32899,14103386,1722470400,1725061500,PV,n,-1,4921.74002,0.0,kwh
32900,14103386,1722470400,1725061500,other,y,1,4921.74002,3865.462883675388,kwh
32901,10735688,1722470400,1725061500,EV,y,1,3469.252,46.31496563665446,kwh
32902,10735688,1722470400,1725061500,AC,y,1,3469.252,747.5660347062947,kwh
32903,10735688,1722470400,1725061500,PV,n,-1,3469.252,0.0,kwh
32904,10735688,1722470400,1725061500,other,y,1,3469.252,2675.370997897614,kwh
32905,13541000,1722470400,1725061500,EV,y,1,3687.952,65.58096837292551,kwh
32906,13541000,1722470400,1725061500,AC,y,1,3687.952,1004.8918023825112,kwh
32907,13541000,1722470400,1725061500,PV,n,-1,3687.952,0.0,kwh
32908,13541000,1722470400,1725061500,other,y,1,3687.952,2617.4792281908453,kwh
32909,7448350,1722470400,1725061500,EV,y,1,3137.9,48.03884517090204,kwh
32910,7448350,1722470400,1725061500,AC,y,1,3137.9,838.6330028390413,kwh
32911,7448350,1722470400,1725061500,PV,n,-1,3137.9,0.0,kwh
32912,7448350,1722470400,1725061500,other,y,1,3137.9,2251.2281487832265,kwh
32913,12274513,1722470400,1725061500,EV,y,1,4683.46,62.7083596812263,kwh
32914,12274513,1722470400,1725061500,AC,y,1,4683.46,900.7001499884009,kwh
32915,12274513,1722470400,1725061500,PV,n,-1,4683.46,0.0,kwh
32916,12274513,1722470400,1725061500,other,y,1,4683.46,3720.05148740974,kwh
32917,7733807,1722470400,1725061500,EV,y,1,6076.70798,60.37548781837737,kwh
32918,7733807,1722470400,1725061500,AC,y,1,6076.70798,1010.7475193357928,kwh
32919,7733807,1722470400,1725061500,PV,n,-1,6076.70798,0.0,kwh
32920,7733807,1722470400,1725061500,other,y,1,6076.70798,5005.584970511565,kwh
32921,11805297,1722470400,1725061500,EV,y,1,4830.56,58.522201218465824,kwh
32922,11805297,1722470400,1725061500,AC,y,1,4830.56,967.887287139698,kwh
32923,11805297,1722470400,1725061500,PV,n,-1,4830.56,0.0,kwh
32924,11805297,1722470400,1725061500,other,y,1,4830.56,3804.150509757586,kwh
32925,7995738,1722470400,1725061500,EV,y,1,6372.64,77.34825122956771,kwh
32926,7995738,1722470400,1725061500,AC,y,1,6372.64,1129.2114451044986,kwh
32927,7995738,1722470400,1725061500,PV,n,-1,6372.64,0.0,kwh
32928,7995738,1722470400,1725061500,other,y,1,6372.64,5166.080301987186,kwh
32929,8588793,1722470400,1725061500,EV,y,1,3661.632,59.67300178760631,kwh
32930,8588793,1722470400,1725061500,AC,y,1,3661.632,894.4114517683706,kwh
32931,8588793,1722470400,1725061500,PV,n,-1,3661.632,0.0,kwh
32932,8588793,1722470400,1725061500,other,y,1,3661.632,2707.5475441666595,kwh
32933,10337154,1722470400,1725061500,EV,y,1,5715.588,79.07733593302798,kwh
32934,10337154,1722470400,1725061500,AC,y,1,5715.588,1089.5420476965437,kwh
32935,10337154,1722470400,1725061500,PV,n,-1,5715.588,0.0,kwh
32936,10337154,1722470400,1725061500,other,y,1,5715.588,4546.968614975128,kwh
32937,7186542,1722470400,1725061500,EV,y,1,2587.452,49.78352239411357,kwh
32938,7186542,1722470400,1725061500,AC,y,1,2587.452,775.0206727290772,kwh
32939,7186542,1722470400,1725061500,PV,n,-1,2587.452,0.0,kwh
32940,7186542,1722470400,1725061500,other,y,1,2587.452,1762.647803046676,kwh
32941,11639857,1722470400,1725061500,EV,y,1,4463.952,60.7271686069908,kwh
32942,11639857,1722470400,1725061500,AC,y,1,4463.952,1001.536709199111,kwh
32943,11639857,1722470400,1725061500,PV,n,-1,4463.952,0.0,kwh
32944,11639857,1722470400,1725061500,other,y,1,4463.952,3401.688120538227,kwh
32945,13541277,1722470400,1725061500,EV,y,1,6389.296,71.93366362406614,kwh
32946,13541277,1722470400,1725061500,AC,y,1,6389.296,1056.995094357281,kwh
32947,13541277,1722470400,1725061500,PV,n,-1,6389.296,0.0,kwh
32948,13541277,1722470400,1725061500,other,y,1,6389.296,5260.367241370774,kwh
32949,7162688,1722470400,1725061500,EV,y,1,3865.748,51.75426838839374,kwh
32950,7162688,1722470400,1725061500,AC,y,1,3865.748,1041.3808167915092,kwh
32951,7162688,1722470400,1725061500,PV,n,-1,3865.748,0.0,kwh
32952,7162688,1722470400,1725061500,other,y,1,3865.748,2772.612913320163,kwh
32953,11381745,1722470400,1725061500,EV,y,1,4752.132,54.21946745368302,kwh
32954,11381745,1722470400,1725061500,AC,y,1,4752.132,1007.1524649031072,kwh
32955,11381745,1722470400,1725061500,PV,n,-1,4752.132,0.0,kwh
32956,11381745,1722470400,1725061500,other,y,1,4752.132,3690.760066661315,kwh
32957,14016639,1722470400,1725061500,EV,y,1,4668.508,55.75985539687671,kwh
32958,14016639,1722470400,1725061500,AC,y,1,4668.508,893.5298912187686,kwh
32959,14016639,1722470400,1725061500,PV,n,-1,4668.508,0.0,kwh
32960,14016639,1722470400,1725061500,other,y,1,4668.508,3719.2182516714606,kwh
32961,8598838,1722470400,1725061500,EV,y,1,1566.0759799999998,38.40752178036296,kwh
32962,8598838,1722470400,1725061500,AC,y,1,1566.0759799999998,539.1330626676819,kwh
32963,8598838,1722470400,1725061500,PV,n,-1,1566.0759799999998,0.0,kwh
32964,8598838,1722470400,1725061500,other,y,1,1566.0759799999998,988.535392548074,kwh
32965,12495161,1722470400,1725061500,EV,y,1,6859.992,71.15739083469431,kwh
32966,12495161,1722470400,1725061500,AC,y,1,6859.992,1188.770332498529,kwh
32967,12495161,1722470400,1725061500,PV,n,-1,6859.992,0.0,kwh
32968,12495161,1722470400,1725061500,other,y,1,6859.992,5600.064274903712,kwh
32969,9725185,1722470400,1725061500,EV,y,1,4003.18,65.09691265669603,kwh
32970,9725185,1722470400,1725061500,AC,y,1,4003.18,919.4205821909774,kwh
32971,9725185,1722470400,1725061500,PV,n,-1,4003.18,0.0,kwh
32972,9725185,1722470400,1725061500,other,y,1,4003.18,3018.662503375278,kwh
32973,12166715,1722470400,1725061500,EV,y,1,5058.872,67.47513530815917,kwh
32974,12166715,1722470400,1725061500,AC,y,1,5058.872,1137.570438291833,kwh
32975,12166715,1722470400,1725061500,PV,n,-1,5058.872,0.0,kwh
32976,12166715,1722470400,1725061500,other,y,1,5058.872,3853.8264246796753,kwh
32977,8291964,1722470400,1725061500,EV,y,1,3358.564,52.85254000481021,kwh
32978,8291964,1722470400,1725061500,AC,y,1,3358.564,791.7111915297718,kwh
32979,8291964,1722470400,1725061500,PV,n,-1,3358.564,0.0,kwh
32980,8291964,1722470400,1725061500,other,y,1,3358.564,2514.00026541407,kwh
32981,12439840,1722470400,1725061500,EV,y,1,4556.284,43.04184096911019,kwh
32982,12439840,1722470400,1725061500,AC,y,1,4556.284,762.2504667068567,kwh
32983,12439840,1722470400,1725061500,PV,n,-1,4556.284,0.0,kwh
32984,12439840,1722470400,1725061500,other,y,1,4556.284,3750.9916905656,kwh
32985,8612244,1722470400,1725061500,EV,y,1,2458.416,45.08805767758889,kwh
32986,8612244,1722470400,1725061500,AC,y,1,2458.416,799.4351496667082,kwh
32987,8612244,1722470400,1725061500,PV,n,-1,2458.416,0.0,kwh
32988,8612244,1722470400,1725061500,other,y,1,2458.416,1613.8927897073968,kwh
32989,7278696,1722470400,1725061500,EV,y,1,4492.912,48.677164088313205,kwh
32990,7278696,1722470400,1725061500,AC,y,1,4492.912,959.123151657414,kwh
32991,7278696,1722470400,1725061500,PV,n,-1,4492.912,0.0,kwh
32992,7278696,1722470400,1725061500,other,y,1,4492.912,3485.1116828837467,kwh
32993,13084670,1722470400,1725061500,EV,y,1,3615.928,59.175394182773815,kwh
32994,13084670,1722470400,1725061500,AC,y,1,3615.928,918.1671887309732,kwh
32995,13084670,1722470400,1725061500,PV,n,-1,3615.928,0.0,kwh
32996,13084670,1722470400,1725061500,other,y,1,3615.928,2638.585414503064,kwh
32997,8152382,1722470400,1725061500,EV,y,1,4927.168,69.01692649603784,kwh
32998,8152382,1722470400,1725061500,AC,y,1,4927.168,1054.8742998867524,kwh
32999,8152382,1722470400,1725061500,PV,n,-1,4927.168,0.0,kwh
33000,8152382,1722470400,1725061500,other,y,1,4927.168,3803.2767702927,kwh
33001,13205614,1722470400,1725061500,EV,y,1,3523.356,44.51487732514525,kwh
33002,13205614,1722470400,1725061500,AC,y,1,3523.356,792.5773854318104,kwh
33003,13205614,1722470400,1725061500,PV,n,-1,3523.356,0.0,kwh
33004,13205614,1722470400,1725061500,other,y,1,3523.356,2686.2637344519667,kwh
33005,8351937,1722470400,1725061500,EV,y,1,3270.652,48.43450716098825,kwh
33006,8351937,1722470400,1725061500,AC,y,1,3270.652,940.5277403787144,kwh
33007,8351937,1722470400,1725061500,PV,n,-1,3270.652,0.0,kwh
33008,8351937,1722470400,1725061500,other,y,1,3270.652,2281.689750430819,kwh
33009,10243010,1722470400,1725061500,EV,y,1,8816.636,65.28602625250525,kwh
33010,10243010,1722470400,1725061500,AC,y,1,8816.636,1161.89492629632,kwh
33011,10243010,1722470400,1725061500,PV,n,-1,8816.636,0.0,kwh
33012,10243010,1722470400,1725061500,other,y,1,8816.636,7589.455046896489,kwh
33013,7121160,1722470400,1725061500,EV,y,1,3456.6,62.81898579532654,kwh
33014,7121160,1722470400,1725061500,AC,y,1,3456.6,923.8827036867503,kwh
33015,7121160,1722470400,1725061500,PV,n,-1,3456.6,0.0,kwh
33016,7121160,1722470400,1725061500,other,y,1,3456.6,2469.8983078940296,kwh
33017,8625707,1722470400,1725061500,EV,y,1,4016.804,54.401035726574825,kwh
33018,8625707,1722470400,1725061500,AC,y,1,4016.804,953.6456025154342,kwh
33019,8625707,1722470400,1725061500,PV,n,-1,4016.804,0.0,kwh
33020,8625707,1722470400,1725061500,other,y,1,4016.804,3008.757360364152,kwh
33021,8360814,1722470400,1725061500,EV,y,1,3948.436,51.04974710236314,kwh
33022,8360814,1722470400,1725061500,AC,y,1,3948.436,870.1472288854287,kwh
33023,8360814,1722470400,1725061500,PV,n,-1,3948.436,0.0,kwh
33024,8360814,1722470400,1725061500,other,y,1,3948.436,3027.2390226203643,kwh
33025,13541121,1722470400,1725061500,EV,y,1,6124.448,68.85858330805597,kwh
33026,13541121,1722470400,1725061500,AC,y,1,6124.448,1161.702545619809,kwh
33027,13541121,1722470400,1725061500,PV,n,-1,6124.448,0.0,kwh
33028,13541121,1722470400,1725061500,other,y,1,6124.448,4893.8868687214135,kwh
33029,8557971,1722470400,1725061500,EV,y,1,2496.464,46.50652464240717,kwh
33030,8557971,1722470400,1725061500,AC,y,1,2496.464,747.3020130800835,kwh
33031,8557971,1722470400,1725061500,PV,n,-1,2496.464,0.0,kwh
33032,8557971,1722470400,1725061500,other,y,1,2496.464,1702.6554596646793,kwh
33033,7320404,1722470400,1725061500,EV,y,1,1979.828,44.75333850979182,kwh
33034,7320404,1722470400,1725061500,AC,y,1,1979.828,654.2622608664025,kwh
33035,7320404,1722470400,1725061500,PV,n,-1,1979.828,0.0,kwh
33036,7320404,1722470400,1725061500,other,y,1,1979.828,1280.8123982500465,kwh
33037,7364287,1722470400,1725061500,EV,y,1,5824.02,59.92021517750905,kwh
33038,7364287,1722470400,1725061500,AC,y,1,5824.02,1063.1019500756483,kwh
33039,7364287,1722470400,1725061500,PV,n,-1,5824.02,0.0,kwh
33040,7364287,1722470400,1725061500,other,y,1,5824.02,4700.997832295648,kwh
33041,7673579,1722470400,1725061500,EV,y,1,6133.928,62.07399691206956,kwh
33042,7673579,1722470400,1725061500,AC,y,1,6133.928,1083.4855164396372,kwh
33043,7673579,1722470400,1725061500,PV,n,-1,6133.928,0.0,kwh
33044,7673579,1722470400,1725061500,other,y,1,6133.928,4988.368485224042,kwh
33045,14376292,1722470400,1725061500,EV,y,1,5501.236,63.92532016132199,kwh
33046,14376292,1722470400,1725061500,AC,y,1,5501.236,1034.6683817482487,kwh
33047,14376292,1722470400,1725061500,PV,n,-1,5501.236,0.0,kwh
33048,14376292,1722470400,1725061500,other,y,1,5501.236,4402.642296875853,kwh
