seq_no,meter_id,meter_disagg_start,meter_disagg_end,usage_interval_duration
161,00265a3ec0b9eabc50024ae1baa7cd90bdfd11d4_AMI,1688169600,1726184700,15 minute
162,0026c21f380606835eae9135512164309f390b5d_AMI,1688169600,1726184700,15 minute
163,0026e77039fcb7c0a06ff6c462bbd68931229148_AMI,1688169600,1726184700,15 minute
164,00274ae65ea390ebafb0d0d8b8ac9c83a36775c0_AMI,1709794800,1726184700,15 minute
165,002764b9a11cf51e498fe2683a237d6da9f5ec55_AMI,1688169600,1726184700,15 minute
166,0027becae922387a6546d758b2cff68ae4142a70_AMI,1694808000,1726184700,15 minute
167,0027ed95e7d14736b802dafd597d921a5e0887a8_AMI,1688169600,1726184700,15 minute
168,002819bb2496efcd475f1702087d3faf973badef_AMI,1688169600,1726184700,15 minute
169,00281e7f1a76f04fdc6558acb4ae879a3ffa074d_AMI,1688169600,1726184700,15 minute
170,0028d9d97b31fe358705a6fa58c5c5e236ad308b_AMI,1688169600,1726184700,15 minute
171,00293543b7524c56ca1ba9bef6a69090a537efc1_AMI,1688169600,1726184700,15 minute
172,0029375c1aa7de12a01d6ec9a7255c12f11e06c5_AMI,1688169600,1726184700,15 minute
173,0029a5b7e7931a8dcb5a6a13d8bbec74a37228e9_AMI,1688169600,1726184700,15 minute
174,0029ca343e9e76ddd9b4ed0432570f00153fbd2e_AMI,1688169600,1726184700,15 minute
175,0029cc601fbdb9cb4e912232a696bf48b9c434d6_AMI,1688169600,1726184700,15 minute
176,0029dae3351825f3c09dd3c4da71018011911aa9_AMI,1694066400,1726184700,15 minute
177,0029edf0cec60a7d5cb6c6a0b7440909f90cf692_AMI,1709103600,1726184700,15 minute
178,0029fa21e7e0316c3f8e22fc9359dbaf7650ce27_AMI,1696312800,1726184700,15 minute
179,0029fb729011b872d065a24dd6d641f7142d2217_AMI,1688169600,1726184700,15 minute
180,002a46ca2d0c2e89ab590b3c8b2e05962f9d2a68_AMI,1688169600,1726184700,15 minute
181,002a51438d54a0fda71c65cfb5b70a49ea92880a_AMI,1688169600,1726184700,15 minute
182,002a561d4a0afcf7d197a3b101b238932cf99e8b_AMI,1688169600,1726184700,15 minute
183,002a5f018ad3ca288d11f6131fbd3d96c3d2e789_AMI,1688169600,1726184700,15 minute
184,002a94005645ef0119dbda89d34e16b37183d0d4_AMI,1688169600,1726184700,15 minute
185,002aaaab866f22260a280fb564d549f20c38a25f_AMI,1697216400,1726184700,15 minute
186,002ac80f35f3fbbbe5257e561721f067b2b96701_AMI,1688169600,1726184700,15 minute
187,002ae08015437e6edd9f4ebba506841a918b10a8_AMI,1688169600,1726184700,15 minute
188,002af078114aae22c814e1c0a87c842d62b75760_AMI,1688169600,1726184700,15 minute
189,002b1802ad19614812368a051394881319015fd5_AMI,1701388800,1726184700,15 minute
190,002b3d985593a8d1a0dbc083cf937ea212a6f4f1_AMI,1688169600,1726184700,15 minute
191,002b73fb0b901bf3e5ee0676386f52be25df194c_AMI,1688169600,1726184700,15 minute
192,002ba4dac45e6bf994a03e02096a5546e4b3a54a_AMI,1688169600,1726184700,15 minute
193,002bca6433d26f1060ada3b62712fbe9dc42dd60_AMI,1688169600,1726184700,15 minute
194,002be94175a1c8f34b912186e4a115358bb2b863_AMI,1688169600,1726184700,15 minute
195,002bfef8c76e8b83ad95ed71925137cadad755b5_AMI,1698882300,1726184700,15 minute
196,002c60383045b38bdabdbecd3d126466e37ef6d2_AMI,1688169600,1726184700,15 minute
197,002c6d12093c6259b50ebc6fff70296f995939f7_AMI,1690524000,1726184700,15 minute
198,002c92cfd952d216daad968733e3c1f61e5b6811_AMI,1688169600,1726184700,15 minute
199,002cb2d29b7a3652df37a8f806927a97939fc5ab_AMI,1688169600,1726184700,15 minute
200,002d2eb64fb837e4adb28c3bda5ee41b1536733b_AMI,1688169600,1726184700,15 minute
201,002d4aa393591eb7da2d75a603b3f6486fab3a19_AMI,1688169600,1726184700,15 minute
202,002d763dce1884a8e000a59bd796a0bd56a099bc_AMI,1688169600,1726184700,15 minute
203,002d9f88954b35ee4ae449cb24d9f3faeb7626f7_AMI,1688169600,1726184700,15 minute
204,002dcd08911addc42a2556a2ef7f027e47081ecd_AMI,1688169600,1726184700,15 minute
205,002ec747559cb353d3ea325d3921bdf96fdd4cdb_AMI,1688169600,1726184700,15 minute
206,002ed0e0f06c716e70956d2d4bbe917e24385fdb_AMI,1688169600,1726184700,15 minute
207,002f1d6eddfdbf71ffd4bada5281645e7270fd2a_AMI,1688169600,1726184700,15 minute
208,002f29be02fe582f95b1a13f2323c0fd4d830c0d_AMI,1688169600,1726184700,15 minute
209,002f3c083288e60ac6e205cc02a93d8dfe511875_AMI,1688169600,1726184700,15 minute
210,002f57a881c5dc48779b33faf91fb5151ecf20be_AMI,1688169600,1726184700,15 minute
211,002f61c937df60847ab300ab1f4d837d76702be2_AMI,1688169600,1726184700,15 minute
212,002f9eec50a488edf1e73dfbd0a02e64f6750bba_AMI,1706166000,1726184700,15 minute
213,0030236a61780c4a77e9900cf6a7d5c45757aa4c_AMI,1688169600,1726184700,15 minute
214,003061b4db028c689c743925940847895d5379ef_AMI,1688169600,1726184700,15 minute
215,00306b32b138c22b09922fe7f9de801d2afa47e2_AMI,1688169600,1726184700,15 minute
216,00308041fce777a534bddcb689fc0047c78dbd3c_AMI,1688169600,1726184700,15 minute
217,0030dafa720030e3ca234b39d6d6ce448acac4af_AMI,1688169600,1726184700,15 minute
218,0031506ac642bd80346b9bc4b2f134fce660c152_AMI,1688169600,1726184700,15 minute
219,003172c7427581718ec939624f12a5853688420c_AMI,1688169600,1726184700,15 minute
220,0031ae5a8dd3e455af456ac52227fadadb3b62d6_AMI,1697004000,1726184700,15 minute
221,0031c4bb4c50a3852437dd91cfe0ec8d59454835_AMI,1688169600,1726184700,15 minute
222,0031ef15674beaafc808c6331e06d1b0d641a723_AMI,1688169600,1726184700,15 minute
223,00323413e78b116d9d5b1f0fd12d8fe433a1bc91_AMI,1688169600,1726184700,15 minute
224,00326332d93357cc0524044c7f433ecfb0bbafc8_AMI,1711346400,1726184700,15 minute
225,00326ac32f092c7942caaf49f31916ff9430d247_AMI,1688169600,1726184700,15 minute
226,003273f415e651644b54643bde17c07289410716_AMI,1688169600,1726184700,15 minute
227,0032843f15af676b71967ebc9190ad429ea26950_AMI,1688169600,1726184700,15 minute
228,0032a0a61e51daa494cae784ab36ca732215aaa8_AMI,1688169600,1726184700,15 minute
229,0032cded5c161bb3b2e39bbc864384dc7dc0940c_AMI,1688169600,1726184700,15 minute
230,0032dd92367bd26fd462a152ab4cac6a798de80c_AMI,1688169600,1726184700,15 minute
231,00330172358c873ca18d8d9188850b7bce6245ad_AMI,1689119100,1726184700,15 minute
232,0033405254194dc3a46702adad0b6e579b03dff8_AMI,1688169600,1726184700,15 minute
233,00338d514731ad13e75d2e9554bcfce1cc980deb_AMI,1688169600,1726184700,15 minute
234,0033ac15bb59299f799f780a47b3114d4cffd24e_AMI,1688169600,1726184700,15 minute
235,0033c26855618729860fc7c23a0b29e61ec456c3_AMI,1688169600,1726184700,15 minute
236,003443f5fa85d568c99eee7291df5a94ef44b9a5_AMI,1698127200,1726184700,15 minute
237,00348e0acf912e1db10ed58a565ec47ed446b41f_AMI,1688169600,1726184700,15 minute
238,0034c2e934d1a0d3adfeafda392f4d0ede9d65df_AMI,1688169600,1726184700,15 minute
239,0034ead6b259687a8527e1434b40b63383429fa3_AMI,1688169600,1726184700,15 minute
240,003552a04a8e093cbe589b61da2780550470603d_AMI,1688169600,1726184700,15 minute
241,0035ab57a7c60c79836d56067165a61be0a88bb8_AMI,1688169600,1726184700,15 minute
242,0035ed2e216adf41d6dccfe96d2a3fd1af8d5732_AMI,1688169600,1726184700,15 minute
243,0035f0c4c1f5cdf280b5058c638a865c62fa4ad7_AMI,1688169600,1726184700,15 minute
244,0036010c5d1dc78468310e380d968d521e07b13a_AMI,1710914400,1726184700,15 minute
245,00362821961c0783363b20b20e4ab9db2d7312f9_AMI,1688169600,1726184700,15 minute
246,00370501a100b3ce0792bee6c5fc6099aead5f7e_AMI,1688169600,1726184700,15 minute
247,0037cd9ec63e107836bf50293badcc700fc40ee6_AMI,1688169600,1726184700,15 minute
248,0037e6e69016b827a679c84e41e40bdbf8b20fc1_AMI,1688169600,1726184700,15 minute
249,003814e0bc81c73e7f22027ce0faa8b5e66fc110_AMI,1688169600,1726184700,15 minute
250,00384e3c14b53e90278b9307b587e70c1982d303_AMI,1688169600,1726184700,15 minute
251,00387174a8b68dd49d24fa897bfac730ece657a6_AMI,1688169600,1726184700,15 minute
252,00387f7ccfc333cdbbbb0082b38789a5ff728191_AMI,1688169600,1726184700,15 minute
253,0038b2073d1d95396e80329282de63dd8994ca25_AMI,1688169600,1726184700,15 minute
254,0038cabababd620ac7fc128b8d22dfd434ceb28e_AMI,1688169600,1726184700,15 minute
255,0038fd5eea0fed0214ab1a663af777e43a18e68f_AMI,1688169600,1726184700,15 minute
256,0039466d7b4257bade2fde1fadb395cffa8c4ce6_AMI,1688169600,1726184700,15 minute
257,0039b20e21ee0321c1713023796be209c40c3659_AMI,1688169600,1726184700,15 minute
258,0039df5ae9c0866f3513ad6591beb367fc1f5c14_AMI,1688169600,1726184700,15 minute
259,0039f79ddedfce3e49e5d7956f44a6a9f3730815_AMI,1688169600,1726184700,15 minute
260,003a2cc11be567a25ebf37314db304c456a9340c_AMI,1688169600,1726184700,15 minute
261,003aa56cc0cbf78dfc35a10b95b34207ab0a320a_AMI,1688169600,1726184700,15 minute
262,003aebc97ce6ded7c20f4c6b8cf6731138d0d43b_AMI,1688169600,1726184700,15 minute
263,003b6c6a7e1328fcb778a9e246dd783d7f80fbed_AMI,1695998700,1726184700,15 minute
264,003b75d550244a8e4308c6a31d0681b09eb1c4cf_AMI,1688169600,1726184700,15 minute
265,003b7798a6589f38f6425c58bb692e5f68165eb7_AMI,1688169600,1726184700,15 minute
266,003bceb6f6961f54dcd914c3ae660d693aca42b6_AMI,1688169600,1726184700,15 minute
267,003bf39dc37ddff12d6072f0f15f51aab53a284a_AMI,1688169600,1726184700,15 minute
268,003c04f171041de1c278cddaa019b219a136c943_AMI,1697128200,1726184700,15 minute
269,003c1fd5de8afc0be684d6d8ac1989b96f7a325b_AMI,1688169600,1726184700,15 minute
270,003c5f9078e56e48393bac61998d2b2173eb0eb0_AMI,1688169600,1726184700,15 minute
271,003d1d0abc580850a6edfc09118f6f5f5ad15cdc_AMI,1688169600,1726184700,15 minute
272,003d5a8293ccf06194940a20566bc9a221967fa9_AMI,1688169600,1726184700,15 minute
273,003d91f78882dab8d1656068d7d26684a5d858c5_AMI,1688169600,1726184700,15 minute
274,003da04ace6b103bbc4b81d59a85d7cd13ac4d72_AMI,1688169600,1726184700,15 minute
275,003e05240d4960f9632e300ba6ebc8a852da4cf3_AMI,1688169600,1726184700,15 minute
276,003e099f913305f7093a8a87f2416df6b7f88992_AMI,1702364400,1726184700,15 minute
277,003e7627b260aeba343daa7663dc347bdd627d33_AMI,1688169600,1726184700,15 minute
278,003ea460d968ab2054557422e7418faf50fc84a9_AMI,1688169600,1726184700,15 minute
279,003f0e20dcb010fe059aaa3d07bfe1173f001d55_AMI,1688169600,1726184700,15 minute
280,003f21ff5ac6aee8aa5ab205fdd2916de58fb2eb_AMI,1688169600,1726184700,15 minute
281,003f3e91755f9b83d40a57cd770f04e50faf6bc0_AMI,1688169600,1726184700,15 minute
282,003f46b017a0164ffebcdbc57237cb46226c4eaf_AMI,1705993200,1726184700,15 minute
283,003f90eb5327c77a91965009cf42c3795c5d3432_AMI,1688169600,1726184700,15 minute
284,003fc609864d49397948f40d378c85ba4ea83d16_AMI,1688169600,1726184700,15 minute
285,003fc89b434b32fb1a9e7d220ec8dc33f9b6432b_AMI,1688169600,1726184700,15 minute
286,003fda81169a189c0c0d3cd81609aa4b84807824_AMI,1688169600,1726184700,15 minute
287,003fdac9b2f4f98f2aca40e45b6974e1e778ed6b_AMI,1688169600,1726184700,15 minute
288,003fe71b00c10b2b0c4f4cfcc235bdce789213aa_AMI,1688169600,1726184700,15 minute
289,0040000b84fb6dec7c8440fa7e51fe0a38cd1628_AMI,1697436000,1726184700,15 minute
290,0040133cac62bbe2d377785e78e5a6d281bcd5bb_AMI,1688169600,1726184700,15 minute
291,004056c377c7c6a2c2b60935bf2a01501d1629d6_AMI,1688169600,1726184700,15 minute
292,0040a855c57be3a3d99a6b117adc76b9e442d383_AMI,1688169600,1726184700,15 minute
293,0040c01fb50b299a2ce94b90361470a3aaac80da_AMI,1709794800,1726184700,15 minute
294,0041430aa4eae44e11c52070591f88781949a23f_AMI,1688169600,1726184700,15 minute
